Symbol,Name,NumAppearances,Holders
2615.TW,Wan Hai Lines Ltd,6,"[('PIE', 0.021), ('DGS', 0.015), ('ROAM', 0.015), ('FEMS', 0.014), ('RODE', 0.009)]"
CUBE,CubeSmart,6,"[('FPRO', 0.03), ('RDOG', 0.025), ('DIV', 0.023), ('PSR', 0.019), ('SMMV', 0.019)]"
VNA.DE,Vonovia SE,6,"[('DRW', 0.052), ('IFGL', 0.046), ('WPS', 0.038), ('VNQI', 0.031), ('HAUZ', 0.029)]"
DWNI.DE,Deutsche Wohnen SE,6,"[('RWX', 0.038), ('IFGL', 0.026), ('DRW', 0.024), ('WPS', 0.023), ('VNQI', 0.018)]"
8801,Mitsui Fudosan Co Ltd,6,"[('RWX', 0.039), ('IFGL', 0.026), ('WPS', 0.023), ('DRW', 0.019), ('HAUZ', 0.019)]"
TRGP,Targa Resources Corp,6,"[('MLPX', 0.052), ('EINC', 0.046), ('PXI', 0.042), ('TPYP', 0.042), ('USAI', 0.042)]"
2914,Japan Tobacco Inc,6,"[('DXJ', 0.03), ('FID', 0.019), ('VWID', 0.018), ('IDHD', 0.015), ('QINT', 0.013)]"
MAERSK B,A. P. Moller Maersk A/S B,6,"[('SEA', 0.19), ('EDEN', 0.033), ('IMOM', 0.021), ('IVAL', 0.021), ('ICOW', 0.02)]"
000660.KS,SK Hynix Inc,6,"[('EWY', 0.053), ('XCEM', 0.016), ('KEMX', 0.014), ('EMXC', 0.012), ('EEMX', 0.009)]"
WES.AX,Wesfarmers Ltd,6,"[('PSP', 0.058), ('EWA', 0.042), ('EPP', 0.026), ('IDOG', 0.021), ('IQLT', 0.016)]"
HSBA.L,HSBC Holdings PLC,6,"[('EUFN', 0.065), ('EWU', 0.043), ('HEWU', 0.043), ('EFV', 0.014), ('FNDF', 0.008)]"
NICE,NICE Ltd,6,"[('EIS', 0.09), ('ITEQ', 0.079), ('ISRA', 0.053), ('IVES', 0.045), ('IWFH', 0.027)]"
FVRR,Fiverr International Ltd,6,"[('ERSX', 0.057), ('ITEQ', 0.052), ('EIS', 0.034), ('ISRA', 0.033), ('GIGE', 0.026)]"
XLE,SPDR Select Sector Fund - Energ,6,"[('EQL', 0.091), ('EUCG', 0.091), ('RAAX', 0.048), ('SSUS', 0.044), ('RLY', 0.04)]"
IT,Gartner Inc,6,"[('PBS', 0.035), ('FXL', 0.019), ('RYT', 0.017), ('LSAF', 0.013), ('ERM', 0.008)]"
GAZP,Gazprom PJSC,6,"[('ERUS', 0.143), ('FNDE', 0.036), ('PXH', 0.024), ('ISEM', 0.023), ('MFEM', 0.022)]"
LKOH,PJSC Lukoil,6,"[('ERUS', 0.117), ('FNDE', 0.03), ('SDEM', 0.024), ('MFEM', 0.015), ('FLQE', 0.011)]"
TD.TO,The Toronto-Dominion Bank,6,"[('EWC', 0.066), ('HEWC', 0.059), ('IMTM', 0.02), ('TTAI', 0.012), ('PXF', 0.008)]"
INVE B,Investor AB B,6,"[('EWD', 0.067), ('OEUR', 0.03), ('INTF', 0.023), ('RODE', 0.012), ('FEP', 0.009)]"
ENEL.MI,Enel SpA,6,"[('EWI', 0.174), ('SMOG', 0.057), ('JXI', 0.047), ('VCLN', 0.043), ('GII', 0.03)]"
IBE.BC,Iberdrola SA,6,"[('EWP', 0.185), ('SMOG', 0.061), ('VCLN', 0.043), ('JXI', 0.042), ('GII', 0.03)]"
EQT,EQT AB Ordinary Shares,6,"[('FXN', 0.051), ('IPOS', 0.05), ('PSP', 0.045), ('FPXI', 0.025), ('FEP', 0.009)]"
CNC,Centene Corp,6,"[('IHF', 0.043), ('XHS', 0.019), ('VOT', 0.012), ('VFVA', 0.007), ('VO', 0.006)]"
KEYS,Keysight Technologies Inc,6,"[('MID', 0.043), ('FIVG', 0.031), ('TENG', 0.029), ('FTCS', 0.022), ('MIDF', 0.019)]"
PAYX,Paychex Inc,6,"[('TDV', 0.03), ('FLQD', 0.021), ('HUSV', 0.021), ('QDIV', 0.014), ('TPHD', 0.014)]"
SNPS,Synopsys Inc,6,"[('ROBT', 0.021), ('RYT', 0.016), ('VOT', 0.012), ('FLQM', 0.011), ('JMIN', 0.006)]"
PPG,PPG Industries Inc,6,"[('IYM', 0.047), ('XLB', 0.043), ('FMAT', 0.032), ('VAW', 0.032), ('YLDE', 0.029)]"
JEF,Jefferies Financial Group Inc,6,"[('XMVM', 0.025), ('RDVY', 0.023), ('STLV', 0.022), ('KCE', 0.018), ('FXO', 0.017)]"
EL,The Estee Lauder Companies Inc Class A,6,"[('PSL', 0.053), ('XLP', 0.041), ('RHS', 0.034), ('FSTA', 0.031), ('VDC', 0.031)]"
HBAN,Huntington Bancshares Inc,6,"[('NIFE', 0.044), ('IAT', 0.036), ('FTHI', 0.023), ('FTLB', 0.023), ('SDOG', 0.02)]"
TSN,Tyson Foods Inc Class A,6,"[('FTXG', 0.077), ('FTRI', 0.044), ('FXG', 0.042), ('MOO', 0.04), ('GUNR', 0.021)]"
GIS,General Mills Inc,6,"[('FTXG', 0.075), ('PBJ', 0.046), ('VSL', 0.039), ('IECS', 0.029), ('ONEY', 0.012)]"
PDCE,PDC Energy Inc,6,"[('PSCE', 0.098), ('FTXN', 0.038), ('SLYV', 0.008), ('VIOV', 0.008), ('IJS', 0.007)]"
EXPD,Expeditors International of Washington Inc,6,"[('FTXR', 0.081), ('XTN', 0.025), ('NOBL', 0.017), ('VFMV', 0.017), ('XRLV', 0.012)]"
CLX,Clorox Co,6,"[('RHS', 0.033), ('TMDV', 0.016), ('QDIV', 0.014), ('ONEY', 0.011), ('RBUS', 0.009)]"
MTDR,Matador Resources Co,6,"[('PSCE', 0.075), ('PXI', 0.038), ('VAMO', 0.02), ('FYC', 0.009), ('FYX', 0.005)]"
AR,Antero Resources Corp,6,"[('PXI', 0.041), ('PXE', 0.031), ('VAMO', 0.029), ('GUSH', 0.013), ('FYC', 0.009)]"
COR,CoreSite Realty Corp,6,"[('PGAL', 0.048), ('VPN', 0.045), ('PSR', 0.028), ('RDOG', 0.025), ('GBGR', 0.014)]"
HL,Hecla Mining Co,6,"[('SLVP', 0.094), ('GOEX', 0.068), ('SIL', 0.057), ('SILJ', 0.046), ('SGDM', 0.037)]"
SSRM.TO,SSR Mining Inc,6,"[('SLVP', 0.074), ('SIL', 0.047), ('GOEX', 0.041), ('SILJ', 0.037), ('GDXJ', 0.029)]"
EA,Electronic Arts Inc,6,"[('HERO', 0.062), ('PSJ', 0.05), ('JHCS', 0.04), ('NERD', 0.037), ('IEME', 0.035)]"
9432,Nippon Telegraph & Telephone Corp,6,"[('IPKW', 0.048), ('INTF', 0.018), ('HJPX', 0.015), ('JPN', 0.015), ('JPXN', 0.015)]"
ADC,Agree Realty Corp,6,"[('PSCF', 0.019), ('XSLV', 0.011), ('IWN', 0.004), ('SLY', 0.004), ('SPSM', 0.004)]"
ALB,Albemarle Corp,6,"[('LIT', 0.12), ('QCLN', 0.059), ('RTM', 0.037), ('PBW', 0.025), ('JPME', 0.005)]"
CIM,Chimera Investment Corp,6,"[('MORT', 0.05), ('REM', 0.047), ('SRET', 0.043), ('KBWD', 0.039), ('ROOF', 0.026)]"
CPK,Chesapeake Utilities Corp,6,"[('PSCU', 0.046), ('PFFV', 0.037), ('KSCD', 0.022), ('PGF', 0.021), ('PGX', 0.016)]"
BKLN,Invesco Senior Loan ETF,6,"[('QED', 0.138), ('QMN', 0.1), ('PSMC', 0.08), ('QAI', 0.058), ('QLS', 0.049)]"
DD,DuPont de Nemours Inc,5,"[('ABEQ', 0.05), ('IYM', 0.048), ('XLB', 0.044), ('VAW', 0.034), ('FMAT', 0.033)]"
ABX.TO,Barrick Gold Corp,5,"[('RING', 0.157), ('GDX', 0.112), ('SGDM', 0.083), ('NANR', 0.042), ('ABEQ', 0.032)]"
PLUG,Plug Power Inc,5,"[('QCLN', 0.058), ('ACES', 0.05), ('CTEC', 0.04), ('VCLN', 0.037), ('SCHA', 0.004)]"
XLY,SPDR Select Sector Fund - Consu,5,"[('AESR', 0.118), ('EQL', 0.092), ('SSUS', 0.09), ('LCR', 0.059), ('SECT', 0.055)]"
XLI,SPDR Select Sector Fund - Indus,5,"[('XLSR', 0.161), ('AESR', 0.101), ('DWAT', 0.098), ('EQL', 0.091), ('SSUS', 0.049)]"
AN,AutoNation Inc,5,"[('XMVM', 0.022), ('RFV', 0.018), ('RWK', 0.018), ('AFMC', 0.013), ('DFAT', 0.007)]"
AFG,American Financial Group Inc,5,"[('KBWP', 0.041), ('KIE', 0.02), ('AFMC', 0.011), ('MDYV', 0.007), ('VUSE', 0.007)]"
002594,BYD Co Ltd Class A,5,"[('CNXT', 0.035), ('KARS', 0.033), ('AFTY', 0.032), ('KBA', 0.012), ('ASHX', 0.01)]"
601888,China Tourism Group Duty Free Corp Ltd Class A,5,"[('KBUY', 0.044), ('AFTY', 0.027), ('ASHR', 0.014), ('ASHX', 0.013), ('KBA', 0.011)]"
AZO,AutoZone Inc,5,"[('AIEQ', 0.023), ('RCD', 0.017), ('WLDR', 0.017), ('DEF', 0.011), ('MAGA', 0.008)]"
MPLX,MPLX LP Partnership Units,5,"[('AMZA', 0.181), ('AMLP', 0.102), ('MLPA', 0.069), ('DIV', 0.022), ('VRAI', 0.012)]"
MMP,Magellan Midstream Partners LP,5,"[('AMLP', 0.095), ('EMLP', 0.08), ('MLPA', 0.076), ('AMZA', 0.063), ('FDIV', 0.013)]"
IJR,iShares Core S&P Small-Cap ETF,5,"[('OVS', 1.0), ('FFSG', 0.171), ('EUCG', 0.08), ('QPX', 0.051), ('AOR', 0.009)]"
XYL,Xylem Inc,5,"[('CGW', 0.093), ('AQWA', 0.089), ('EBLU', 0.066), ('FIW', 0.046), ('SIMS', 0.028)]"
WTRG,Essential Utilities Inc,5,"[('AQWA', 0.074), ('CGW', 0.043), ('FIW', 0.039), ('EBLU', 0.038), ('PAMC', 0.013)]"
TDOC,Teladoc Health Inc,5,"[('ARKG', 0.069), ('ARKK', 0.058), ('ARKW', 0.045), ('IHF', 0.03), ('BTEC', 0.026)]"
CRSP,CRISPR Therapeutics AG,5,"[('ERSX', 0.057), ('GNOM', 0.044), ('CNCR', 0.043), ('ARKG', 0.03), ('BBC', 0.007)]"
U,Unity Software Inc Ordinary Shares,5,"[('ESPO', 0.049), ('ARKK', 0.034), ('ARKQ', 0.033), ('GAMR', 0.021), ('GSEW', 0.002)]"
300760,Shenzhen Mindray Bio-Medical Electronics Co Ltd,5,"[('KURE', 0.056), ('CNXT', 0.035), ('KMED', 0.035), ('ASHX', 0.013), ('KBA', 0.012)]"
OTIS,Otis Worldwide Corp Ordinary Shares,5,"[('CSD', 0.077), ('DIVS', 0.031), ('ASPY', 0.023), ('STLV', 0.018), ('IWS', 0.005)]"
UBER,Uber Technologies Inc,5,"[('FPX', 0.052), ('AWAY', 0.048), ('IYT', 0.042), ('XTN', 0.025), ('VXF', 0.009)]"
BKNG,Booking Holdings Inc,5,"[('OOTO', 0.049), ('AWAY', 0.044), ('XLY', 0.024), ('FDIS', 0.017), ('VCR', 0.017)]"
EDIT,Editas Medicine Inc,5,"[('HTEC', 0.017), ('WDNA', 0.014), ('XBI', 0.009), ('BBC', 0.008), ('LABU', 0.005)]"
IQV,IQVIA Holdings Inc,5,"[('BBH', 0.049), ('IBB', 0.035), ('FXH', 0.02), ('VOT', 0.013), ('VO', 0.007)]"
VICI,VICI Properties Inc Ordinary Shares,5,"[('BEDZ', 0.051), ('BJK', 0.044), ('VICE', 0.037), ('VBR', 0.005), ('VB', 0.003)]"
PENN,Penn National Gaming Inc,5,"[('CSD', 0.059), ('BETZ', 0.043), ('SPHB', 0.015), ('HIBL', 0.01), ('SCHA', 0.003)]"
ADS.DE,adidas AG,5,"[('DAX', 0.047), ('EWG', 0.044), ('DBGR', 0.042), ('HEWG', 0.041), ('BFIT', 0.03)]"
EPAM,EPAM Systems Inc,5,"[('PTF', 0.05), ('MIDF', 0.021), ('FXL', 0.018), ('DEUS', 0.005), ('BFOR', 0.003)]"
FSK,FS KKR Capital Corp,5,"[('BIZD', 0.111), ('KBWD', 0.044), ('PEX', 0.043), ('HYIN', 0.031), ('VPC', 0.03)]"
MAC,Macerich Co,5,"[('ROOF', 0.028), ('RDOG', 0.026), ('FYT', 0.01), ('BLES', 0.005), ('FYX', 0.005)]"
SI,Silvergate Capital Corp Class A,5,"[('FTXO', 0.043), ('BLOK', 0.035), ('KRE', 0.019), ('KBE', 0.016), ('DPST', 0.015)]"
SGEN,Seagen Inc Ordinary Shares,5,"[('FBT', 0.036), ('BTEC', 0.035), ('BMED', 0.029), ('IBBQ', 0.023), ('QRFT', 0.016)]"
TLT,iShares 20+ Year Treasury Bond ,5,"[('RORO', 0.7), ('TMF', 0.487), ('QPT', 0.371), ('BNDC', 0.079), ('CPI', 0.025)]"
IEF,iShares 7-10 Year Treasury Bond,5,"[('TYD', 0.684), ('FAIL', 0.222), ('CPI', 0.05), ('BNDC', 0.041), ('ROMO', 0.0)]"
FRGXX,FidelityÂ® Inv MM Fds Government Instl,5,"[('USO', 0.216), ('SDCI', 0.181), ('BNO', 0.12), ('USL', 0.07), ('UNG', 0.069)]"
ARES,Ares Management Corp Class A,5,"[('DDIV', 0.027), ('KCE', 0.021), ('BOSS', 0.012), ('DON', 0.01), ('TPLC', 0.005)]"
ESTC,Elastic NV,5,"[('LRNZ', 0.045), ('IVES', 0.044), ('GURU', 0.018), ('QTUM', 0.015), ('BOSS', 0.012)]"
PAYC,Paycom Software Inc,5,"[('CLOU', 0.039), ('RYT', 0.018), ('MAGA', 0.008), ('BTAL', 0.006), ('RSP', 0.003)]"
ALKS,Alkermes PLC,5,"[('FTXH', 0.043), ('FBT', 0.042), ('PBE', 0.038), ('SBIO', 0.022), ('BTAL', 0.006)]"
ANF,Abercrombie & Fitch Co Class A,5,"[('CALF', 0.022), ('SENT', 0.011), ('VUSE', 0.009), ('SVAL', 0.007), ('FNDA', 0.005)]"
NSC,Norfolk Southern Corp,5,"[('TPOR', 0.085), ('FTXR', 0.054), ('IYT', 0.045), ('CCOR', 0.028), ('PAVE', 0.028)]"
CSL.AX,CSL Ltd,5,"[('EWA', 0.08), ('EPP', 0.049), ('CEFA', 0.022), ('FLQH', 0.02), ('IPAC', 0.014)]"
USFR,WisdomTree Floating Rate Treasu,5,"[('GCC', 0.046), ('CEW', 0.045), ('CYB', 0.042), ('USDU', 0.042), ('WTMF', 0.03)]"
GEBN,Geberit AG,5,"[('EBLU', 0.078), ('PIO', 0.068), ('CGW', 0.053), ('FICS', 0.023), ('PIZ', 0.022)]"
00968,Xinyi Solar Holdings Ltd,5,"[('CTEC', 0.076), ('TAN', 0.069), ('CHIK', 0.053), ('KGRN', 0.049), ('VCLN', 0.037)]"
YUMC,Yum China Holdings Inc Ordinary Shares,5,"[('KBUY', 0.051), ('PEJ', 0.049), ('CHIQ', 0.034), ('EMGF', 0.023), ('EEMV', 0.012)]"
BCE.TO,BCE Inc,5,"[('PID', 0.042), ('DWX', 0.021), ('CID', 0.016), ('IDLV', 0.007), ('CIZ', 0.004)]"
L.TO,Loblaw Companies Ltd,5,"[('KLDW', 0.014), ('RODM', 0.008), ('TPIF', 0.005), ('CIL', 0.004), ('CIZ', 0.004)]"
WST,West Pharmaceutical Services Inc,5,"[('STNC', 0.039), ('NOBL', 0.017), ('CLRG', 0.012), ('KLCD', 0.009), ('JPME', 0.005)]"
ULTR,IQ Ultra Short Duration ETF,5,"[('MCRO', 0.26), ('CPI', 0.25), ('QAI', 0.159), ('GRES', 0.052), ('QMN', 0.033)]"
VLO,Valero Energy Corp,5,"[('CRAK', 0.06), ('PXE', 0.043), ('IEO', 0.042), ('RPV', 0.016), ('VOE', 0.01)]"
AMEH,Apollo Medical Holdings Inc,5,"[('TPSC', 0.008), ('CSA', 0.006), ('IWC', 0.006), ('CSF', 0.005), ('EWSC', 0.002)]"
AWR,American States Water Co,5,"[('PSCU', 0.086), ('CSB', 0.015), ('XSLV', 0.011), ('SSLY', 0.005), ('TPSC', 0.004)]"
UPM,UPM-Kymmene Oyj,5,"[('CUT', 0.05), ('EFNL', 0.042), ('WOOD', 0.042), ('GNR', 0.026), ('DWCR', 0.015)]"
WFCPL,Wells Fargo & Co 7 1/2 % Non Cum Perp Conv Pfd Shs -A- Series -L-,5,"[('PFFD', 0.031), ('CWB', 0.019), ('PFF', 0.018), ('FPE', 0.014), ('CVY', 0.011)]"
VIAC,ViacomCBS Inc Class B,5,"[('PEJ', 0.052), ('EWCO', 0.048), ('IEME', 0.048), ('SPVM', 0.015), ('CVY', 0.011)]"
FXD,First Trust Cons. Discret. Alph,5,"[('FV', 0.204), ('FVC', 0.204), ('DUDE', 0.2), ('WIZ', 0.151), ('DALI', 0.131)]"
AI.PA,Air Liquide SA,5,"[('EWQ', 0.042), ('MXI', 0.03), ('EZU', 0.014), ('HEZU', 0.014), ('DBEZ', 0.012)]"
IFX.DE,Infineon Technologies AG,5,"[('KARS', 0.041), ('HEWG', 0.034), ('EWG', 0.033), ('DBGR', 0.031), ('MOTO', 0.031)]"
KESKOB,Kesko Oyj Class B,5,"[('EFNL', 0.046), ('DEEF', 0.009), ('UIVM', 0.008), ('JPIN', 0.005), ('IDLB', 0.002)]"
PKI,PerkinElmer Inc,5,"[('SPGP', 0.019), ('WDNA', 0.015), ('DEF', 0.011), ('VBK', 0.007), ('VB', 0.003)]"
IPG,The Interpublic Group of Companies Inc,5,"[('SPDV', 0.022), ('DON', 0.014), ('DIVA', 0.011), ('DEUS', 0.006), ('ONEO', 0.005)]"
DELL,Dell Technologies Inc Class C,5,"[('PWC', 0.035), ('WLDR', 0.018), ('OMFL', 0.012), ('ONEO', 0.007), ('DEUS', 0.006)]"
BG,Bunge Ltd,5,"[('FTXG', 0.074), ('EWO', 0.043), ('FXG', 0.041), ('PSL', 0.034), ('DFAT', 0.006)]"
LHX,L3Harris Technologies Inc,5,"[('PPA', 0.049), ('ITA', 0.048), ('ROKT', 0.038), ('DFEN', 0.034), ('MBOX', 0.026)]"
NOC,Northrop Grumman Corp,5,"[('PPA', 0.049), ('ITA', 0.045), ('ROKT', 0.037), ('DFEN', 0.033), ('FXR', 0.015)]"
TDG,TransDigm Group Inc,5,"[('ITA', 0.045), ('PPA', 0.041), ('XAR', 0.037), ('DFEN', 0.033), ('PDP', 0.02)]"
USB,U.S. Bancorp,5,"[('IAT', 0.13), ('KBWB', 0.079), ('DFNL', 0.073), ('DUSA', 0.04), ('IEFN', 0.021)]"
IRM,Iron Mountain Inc,5,"[('SRVR', 0.042), ('SRET', 0.041), ('SPHD', 0.032), ('DIV', 0.024), ('DIVA', 0.011)]"
AJG,Arthur J. Gallagher & Co,5,"[('IAK', 0.043), ('DIVS', 0.029), ('DVOL', 0.029), ('TPHD', 0.015), ('TPLC', 0.005)]"
WBA,Walgreens Boots Alliance Inc,5,"[('RDIV', 0.053), ('DJD', 0.05), ('NVQ', 0.03), ('VFMF', 0.008), ('VFVA', 0.007)]"
01113.HK,CK Asset Holdings Ltd,5,"[('DMDV', 0.022), ('IFGL', 0.019), ('FPA', 0.017), ('HAUZ', 0.015), ('UIVM', 0.009)]"
PNFP,Pinnacle Financial Partners Inc,5,"[('QABA', 0.025), ('KBWR', 0.023), ('KRE', 0.017), ('KBE', 0.013), ('DPST', 0.012)]"
TTC,The Toro Co,5,"[('DVOL', 0.027), ('VEGI', 0.022), ('XMLV', 0.014), ('IJK', 0.011), ('KLCD', 0.008)]"
MIN.AX,Mineral Resources Ltd,5,"[('LIT', 0.04), ('DVYA', 0.026), ('IMOM', 0.024), ('FPA', 0.018), ('ISCF', 0.009)]"
INDA,Ishares MSCI India ETF,5,"[('INDL', 0.321), ('DWCR', 0.095), ('JEMA', 0.086), ('MFEM', 0.047), ('PBEE', 0.041)]"
CALX,Calix Inc,5,"[('IGN', 0.046), ('XTL', 0.03), ('GBGR', 0.015), ('DWMC', 0.014), ('FYC', 0.008)]"
ENG.BC,Enagas SA,5,"[('FID', 0.025), ('DWX', 0.023), ('WDIV', 0.019), ('EUSC', 0.018), ('FGD', 0.017)]"
IEX,IDEX Corp,5,"[('EBLU', 0.046), ('FIW', 0.038), ('PIO', 0.03), ('VBR', 0.005), ('VB', 0.003)]"
2603.TW,Evergreen Marine Corp (Taiwan) Ltd,5,"[('ECOW', 0.033), ('FEM', 0.025), ('IQDE', 0.022), ('UEVM', 0.02), ('RESE', 0.008)]"
ORSTED,Orsted A/S,5,"[('FAN', 0.07), ('VCLN', 0.06), ('EDEN', 0.05), ('RNRG', 0.05), ('SMOG', 0.035)]"
NUAN,Nuance Communications Inc,5,"[('MNA', 0.067), ('MARB', 0.053), ('EDOC', 0.045), ('VBR', 0.005), ('PBSM', 0.003)]"
WIX,Wix.com Ltd,5,"[('EIS', 0.085), ('ITEQ', 0.079), ('ISRA', 0.057), ('ERSX', 0.038), ('QRFT', 0.02)]"
500034.BO,Bajaj Finance Ltd,5,"[('IXSE', 0.032), ('INDA', 0.026), ('NFTY', 0.023), ('PIN', 0.023), ('EMDV', 0.02)]"
HCLTECH.BO,HCL Technologies Ltd,5,"[('GLIN', 0.043), ('EPI', 0.022), ('NFTY', 0.022), ('PIN', 0.017), ('NXTG', 0.014)]"
DISH,DISH Network Corp Class A,5,"[('EWCO', 0.047), ('WLDR', 0.034), ('SPVM', 0.014), ('FNK', 0.008), ('EQAL', 0.005)]"
HES,Hess Corp,5,"[('IEO', 0.044), ('PXE', 0.042), ('FCG', 0.039), ('EQRR', 0.028), ('FMIL', 0.017)]"
XPEV,XPeng Inc ADR,5,"[('KGRN', 0.09), ('QCLN', 0.049), ('IPO', 0.031), ('SMOG', 0.031), ('ERTH', 0.03)]"
TTD,The Trade Desk Inc A,5,"[('QQQN', 0.031), ('QQQJ', 0.021), ('IMCG', 0.007), ('XSW', 0.007), ('EUSA', 0.002)]"
BAM.A.TO,Brookfield Asset Management Inc Class A,5,"[('HEWC', 0.037), ('INFL', 0.035), ('EWC', 0.034), ('ISDX', 0.01), ('LCTD', 0.01)]"
SOF,Sofina SA,5,"[('EWK', 0.034), ('FEUZ', 0.014), ('FEP', 0.01), ('UIVM', 0.009), ('FDT', 0.007)]"
VER,Verbund AG,5,"[('EWO', 0.093), ('NETL', 0.076), ('RNRG', 0.069), ('PPTY', 0.042), ('SRET', 0.038)]"
CLNX.BC,Cellnex Telecom SA,5,"[('EWP', 0.058), ('SRVR', 0.046), ('TOLZ', 0.026), ('GLIF', 0.025), ('RBIN', 0.007)]"
PETR4.SA,Petroleo Brasileiro SA Petrobras Participating Preferred,5,"[('EWZ', 0.057), ('FBZ', 0.032), ('ISEM', 0.023), ('PXH', 0.02), ('FNDE', 0.014)]"
FAF,First American Financial Corp,5,"[('FXO', 0.017), ('EZM', 0.008), ('FNK', 0.008), ('ISCV', 0.004), ('ISCB', 0.002)]"
DVN,Devon Energy Corp,5,"[('RYE', 0.053), ('FCG', 0.043), ('IEO', 0.041), ('PXI', 0.041), ('GUSH', 0.014)]"
OLN,Olin Corp,5,"[('PYZ', 0.039), ('FCPI', 0.026), ('SYLD', 0.014), ('JDIV', 0.008), ('FNX', 0.004)]"
TEAM,Atlassian Corporation PLC A,5,"[('WFH', 0.036), ('IWFH', 0.033), ('FDNI', 0.031), ('SKYY', 0.026), ('THNQ', 0.017)]"
IEFA,iShares Core MSCI EAFE ETF,5,"[('ROMO', 0.298), ('FFSG', 0.144), ('OCIO', 0.044), ('QLS', 0.044), ('RFDI', 0.024)]"
GVMXX,State Street Instl US Govt MMkt Premier,5,"[('SRLN', 0.151), ('STOT', 0.128), ('YLD', 0.082), ('MBND', 0.03), ('FISR', 0.002)]"
MTD,Mettler-Toledo International Inc,5,"[('PDP', 0.027), ('IBB', 0.025), ('FLQM', 0.011), ('LSAF', 0.011), ('JHMM', 0.004)]"
CTAS,Cintas Corp,5,"[('QQXT', 0.017), ('NOBL', 0.016), ('RGI', 0.015), ('FLQM', 0.011), ('MAGA', 0.008)]"
EMR,Emerson Electric Co,5,"[('PAVE', 0.03), ('FLV', 0.029), ('LVHD', 0.026), ('SDOG', 0.02), ('KLDW', 0.008)]"
CELH,Celsius Holdings Inc,5,"[('PSCC', 0.058), ('GLRY', 0.029), ('XSMO', 0.021), ('RZG', 0.018), ('FNX', 0.004)]"
AVTR,Avantor Inc,5,"[('PYZ', 0.037), ('FPX', 0.025), ('FXH', 0.02), ('VBK', 0.007), ('VB', 0.003)]"
SYNA,Synaptics Inc,5,"[('FTXL', 0.057), ('XSD', 0.027), ('QTUM', 0.016), ('JPSE', 0.004), ('GSSC', 0.003)]"
FRC,First Republic Bank,5,"[('IAT', 0.059), ('KBWB', 0.043), ('FTXO', 0.042), ('PFI', 0.027), ('KRE', 0.016)]"
TDC,Teradata Corp,5,"[('MGMT', 0.034), ('FXL', 0.016), ('LSAF', 0.012), ('SIXL', 0.007), ('VUSE', 0.007)]"
RGLD,Royal Gold Inc,5,"[('GOAU', 0.105), ('FXZ', 0.048), ('XME', 0.046), ('JGLD', 0.027), ('SMMV', 0.012)]"
PDBC,Invesco Optimum Yield Diversifi,5,"[('RLY', 0.252), ('RAAX', 0.21), ('GAA', 0.083), ('TRTY', 0.048), ('GAL', 0.03)]"
RVLV,Revolve Group Inc Class A,5,"[('PEZ', 0.03), ('GENY', 0.023), ('IBUY', 0.023), ('XRT', 0.012), ('HLGE', 0.011)]"
ARWR,Arrowhead Pharmaceuticals Inc,5,"[('GNOM', 0.041), ('IWO', 0.005), ('VTWG', 0.005), ('JPSE', 0.004), ('VTWO', 0.003)]"
ZTU21,2 Year Treasury Note Future Sept 21,5,"[('HYHG', 0.291), ('GTO', 0.141), ('LGOV', 0.068), ('IHYF', 0.067), ('LQDI', 0.0)]"
TNU21,Ultra 10 Year US Treasury Note Future Sept 21,5,"[('GTO', 0.088), ('ULTR', 0.059), ('LGOV', 0.052), ('IHYF', 0.038), ('LMBS', 0.038)]"
BBY,Best Buy Co Inc,5,"[('WBIF', 0.047), ('WBIL', 0.045), ('HDGE', 0.032), ('JHMC', 0.023), ('ONEY', 0.013)]"
GETI B,Getinge AB Class B,5,"[('ISCF', 0.01), ('IEUS', 0.005), ('HSCZ', 0.003), ('SCZ', 0.003), ('IDLB', 0.002)]"
REZI,Resideo Technologies Inc,5,"[('PSCI', 0.026), ('SIMS', 0.026), ('IJS', 0.008), ('SLYV', 0.008), ('VIOV', 0.008)]"
FHB,First Hawaiian Inc,5,"[('KBWR', 0.021), ('PSCF', 0.013), ('IJS', 0.007), ('SLYV', 0.006), ('VIOV', 0.006)]"
KSU,Kansas City Southern,5,"[('TPOR', 0.09), ('MNA', 0.043), ('IYT', 0.038), ('PAVE', 0.03), ('ULVM', 0.008)]"
STX.SI,Seagate Technology Holdings PLC,5,"[('RNDV', 0.031), ('LVHD', 0.026), ('SPDV', 0.024), ('WLDR', 0.018), ('RNLC', 0.008)]"
DG,Dollar General Corp,5,"[('WBIF', 0.043), ('RTH', 0.035), ('VSDA', 0.027), ('VFMV', 0.016), ('ONEV', 0.01)]"
RH,RH,5,"[('PEZ', 0.038), ('RFG', 0.029), ('XMMO', 0.025), ('SMLF', 0.011), ('SCHA', 0.003)]"
SSTK,Shutterstock Inc,5,"[('XWEB', 0.024), ('RETL', 0.009), ('RNSC', 0.009), ('SIXL', 0.006), ('SSLY', 0.006)]"
LQD,iShares iBoxx $ Investment Grad,4,"[('LQDI', 1.006), ('ADFI', 0.153), ('QLS', 0.099), ('VEGA', 0.04)]"
PHB,Invesco Fundamental High Yield ,4,"[('PSMC', 0.12), ('PSMM', 0.09), ('ADFI', 0.05), ('AFIF', 0.025)]"
